ID,Joke
6538,what did one earthquake say to the other? .... .... was that your fault or mine?
6539,"scrabble, it's all fun and games until someone loses an i."
6540,when telling jokes to identical twins make sure you tell them the whole joke ........ because you just can't tell them a part.
6541,what do jews love most about their mobile phones? they can charge them.
6542,i've had to break up with my imaginary girlfriend. i've started seeing someone else.
6543,"i had to stop eating clocks, it was too time consuming."
6544,to neigh or not to neigh. that is equestrian.
6545,i used to be brilliant at robotic dancing. i'm a bit rusty now though.
6546,"a red indian introduced me to his wife... ""this is four horses....."" i said, wow, that's a beautiful name, what does it mean....?"" he said, nag,nag,nag,nag!"
6547,my mate reckons he can tighten nuts and bolts just by sitting on them. personally i think he torques out of his arse...
6548,"a man came up to me and said, ""sorry, sorry, sorry, sorry, sorry, sorry, sorry."" i said, ""that is very annoying."" he said, ""well i can only apologise."""
6549,every room in my house has a stained-glass window. maybe i should wash them sometime....
6550,"after getting picked on by a few lads at college, my mum offered to go down and sort it out. now they can't bully me for never having a blowjob any more."
6551,"i was in the car, hungry, miles from any convenience store or restaurant, so i scrounged around the car. woo-hoo! under the passenger car seat was an unopened box of animal crackers. ... ... i took a minute to read the manufacturer's ""ingredients"" and warnings. on the box it said, ""do not to eat it ... read more..."
6552,"when we were vacationing in new zealand, i bought myself a back-scratcher made from a kangaroo claw. ... ... the only downside is when i use it on myself, i end up feeling jumpy the rest of the day."
6553,a security camera caught a couple having sex in an elevator. .... they got off on the eighth floor.... then they straightened their clothing and exited the elevator on the 14th floor.
6554,i just discovered the opposite of an orgasm. it was such an anti climax.
6555,old macdonald had a really bad scrabble hand...... e  i  e  i  o.....
6556,"my mate just rang me in tears... his wife has left him, taken his prized bob marley collection and the satellite dish. poor bastard.. no woman, no sky..."
6557,i went shopping for some camouflage trousers earlier. couldn't find a pair anywhere.
6558,welcome back to plastic surgery anonymous. nice to see so many new faces here today.
6559,"a large, powerfully built guy meets a woman at a bar, and after several drinks, they go back to his place. as they are getting ready for the act, he stands up and starts to undress. after he takes his shirt off, he flexes his muscular arms, and says, ""see that, baby? that's 1000 pounds ... read more..."
6560,i think i'm going to give away my old dyson vacuum cleaner. it's just collecting dust.
6561,"student: ""wow, i really got into trouble at school today. my teacher had a hissy fit because i couldn't spell armageddon.' "" ... .... i said to the teacher, ""hey cool your jets. it`s not the end of the world !!!"""
6562,my friend asked me to come up with eleven jokes about the australian open. i think tennis enough.
6563,i watched a documentary on marijuana ..... .... it was very enjoyable. i think all documentaries should be watched this way.
6564,"i was at a antique store and came across the first playboy magazine ever issued...... luckily, the owner didn't see me."
6565,"i went to my doctor and during my examination i confided in him that i seem to have a condition where i spontaneously tell jokes at random times... ... ... without hesitation, my doctor said, ""you have a gag reflex."""
6566,i needed a password at least eight characters long ... ... so i picked snow white and the seven dwarfs...
6567,"i went for a job interview in a art gallery today, but the interviewers seemed to hate everything about me. i didn't really paint a good picture of myself."
6568,what do you call a man with no shins? tony.
6569,why are black people tall? because their knee grows.
6570,"not to brag, but i've satisfied every waitress that's ever served me. with just the tip."
6571,"ebay's search feature can be so useless sometimes and other times be equally worthless with overkill. i tried to look up cigarette lighters and they had 13,749 matches."
6572,my dick is so long if i laid it on the keyboard it would stretch all the way from a to z .... ..... .... wait... shit...
6573,my wife left me because she said i made a meal out of everything. i intend to make her eat those words.
6574,"my girlfriend is turning 32 soon... .... i've told her not to get her hopes up. ""after all,"" i say, ""we're only going to be celebrating it for half a minute."" when she asked what in the world i was talking about, i pointed out, ""this is your thirty-second birthday."""
6575,i ate some crickets last night. gave me the runs.
6576,"a german got pulled over by the police in france. police officer: ""name?"" german: ""heinrich klimt"" police officer: ""age?"" german: ""31"" police officer: ""occupation?"" german: ""no, no. just visiting"""
6577,"the overnight shift at the bakery is over and all the bread has been sealed in wrappers and is ready for the drivers to distribute to the stores. ... ... we have a few minutes to kill, so we're just loafing around before we punch out. ... ... i have some good beer here; let ... read more..."
6578,i can cut down a tree just by looking at it. ... .... it's true! i saw it with my own eyes.
6579,"a couple lived near the ocean and used to walk the beach a lot. one summer they noticed a girl who was at the beach pretty much every day. ... ... she wasn't unusual, nor was the travel bag she carried, except for one thing. she would approach people who were sitting on the beach, ... read more..."
6580,i've just been diagnosed with a chronic fear of giants..... feefiphobia
6581,"a man was selling his tv on his front porch with a sign that says ""$1"". a bloke walks by and asks you're selling your tv for a dollar?' yup' it looks brand new!' it is.' what's wrong with it?' oh the volume is turned all the way up and you can't change that' so ... read more..."
6582,"a ""c,"" an ""e-flat"" and a ""g"" walk into a bar..... the bartender says, ""sorry, we don't serve minors here."""
6583,"jerry walks into a restaurant with a full-grown ostrich behind him, and as he sits, the waitress comes over and asks for their order. jerry says, ""i'll have a hamburger, fries and a coke,"" and turns to the ostrich. ""what's yours?"" ... ... ""i'll have the same,"" says the ostrich. ... ... a short time ... read more..."
6584,"your listening to magic fm........pick a frequency, any frequency"
6585,"an irishwoman gave birth to triplets and named them nat,pat and tat. however when she tried to breastfeed them she found out there was no tit for tat."
6586,"a girl is having sex with her boyfriend at her parent's house. her father, after being awakened by the noises, goes upstairs to check it out, and walks in on them. ""dad!"" she exclaimed in a panic ""... i'm sorry"" the dad being a dad replies ""hello, sorry! i'm dad!"" he then turns to the ... read more..."
6587,"i rear-ended a car a few days ago....... i tell you, it was a really bad day! ... ... the driver got out of the other car, and he was a friggin' dwarf!! ... ... he looked up at me and said. ""i am not happy!"" ... ... so i said, ""well, which one are ... read more..."
6588,"sven went into the fish market to apply for a job. the boss thought to himself  i'm not hiring that lazy scandinavian, so he decided to set up a test for sven hoping he wouldn't be able to answer the questions and he'd be able to refuse him the job without getting into an ... read more..."
6589,my girlfriend gave me three subtle hints about what she would like for her birthday: it begins with a d' it vibrates it's a girl's best friend i'm pretty certain i know exactly what she's getting at. a new dishwasher.
6590,"channel 4 are making a documentary about a black man producing cocaine in his bedroom, they're calling it, ""chocolate & his charlie factory."""
6591,i've heard rumors that desperate prostitutes use crest toothpaste to reduce cavities.
6592,"""harry potter"" branded condoms. ""protect your wand from hogwarts while you're slytherin in her chamber of secrets""."
6593,i repaired my drum set after my son broke it... ... ... now he has to deal with the repercussions.
6594,what do you call watson when sherlock isn't around? holmeless.
6595,"two men were out fishing when one decides to have a smoke. he asks the first guy if he has a lighter. ... the first replies, ""yes i do!"" and hands the second guy a 10 inch long bic lighter. ... ... surprised the second guy asks,, ""where did you get this?"" the first guy ... read more..."
6596,"when the book of revelations was written, the writer wrote that the end of the world would be signaled by trumpets. in fact, god had said trump/pence."
6597,i got fired from my job as a chef for stealing kitchen equipment. ... .... it's a whisk i was willing to take.
6598,"on their way to a classical music concert, a mother and daughter board the ny subway. ""look over there,"" the mother says, ""the man with the big suitcase. that's the musician we are going to see in concert tonight!"" just as the mother speaks, the man reaches into his suitcase and pulls out a shiny ... read more..."
6599,"i'm not the jealous type. i wish i was, though."
6600,teacher : what's your favourite letter ? student: the letter g. teacher : why is that angus ?
6601,"sven walks into a minneapolis pharmacy and asks the pharmacist for a bottom deodorant. ""sorry, we don't sell bottom deodorant"" the pharmacist replies, struggling to keep from laughing. ... ... ""but i alvays buy it here,"", sven says. ""i bought von last month"". thinking quickly, the pharmacist suggests, "" i don't know what you bought ... read more..."
6602,"a man and a tiger walk into a bar. ... ... the tiger gets drunk and falls on the floor unconscious. the bartender says ""you can't leave that lyin' there."" .... ... the man says ""its not a lion, its a tiger."""
6603,daffy-nition for indefinitely... .... ... indefinitely (adv.) in  def  in  it  lee .... .... .... when your balls are slapping up against her ass you're in definitely!
6604,"(there is another joke on here for the husband going down titled ""clit talk."") ... ... a girl asked her mother how to spell penis. her mom said ""you should have asked me last night. it was on the tip of my tongue!"""
6605,the inventor of inappropriate innuendo has died. his family are taking it really hard.
6606,i recently won the local innuendo competition after coming from behind.
6607,"so, the courtroom bailiff makes the morning announcement: ""all rise! hear ye, hear ye, the court of the second judicial circuit, criminal division, is now in session, the honorable judge calhoun brown presiding. all who have business before this court approach the bench and be heard."" the lawyer and his client stand before the imposing ... read more..."
6608,i used to have a job circumcising elephants.. it was shit work but the tips were massive.
6609,"i'm not fucking stupid .... ... i mean i used to, but we broke up."
6610,i bought a new book today called x-ray vision for beginners.' i'm having a look through it now.
6611,"a man called andrew moved from cork to dublin to open a flower shop. ... .... .... he was quite successful and through great marketing, quality product, and reasonable prices, andrew's flowers became the top garden shop in all dublin. some monks that had a stall set up nearby took notice and, since attendance at ... read more..."
6612,you might say i'm socially constipated... ... ... i haven't given a shit in years.
6613,q: how do you milk sheep? .... .... .... a: with iphone accessories.
6614,"$500 worth of condoms and lubricant were stolen overnight from a sydney sex shop. police described the thieves as slippery,well covered,hardened criminals."
6615,"genie: whats your first wish? dave: i wish i was rich. genie: granted, what's your second wish? rich: i want lots of money."
6616,"punctuation can really change a sentence. for example, ""let's eat kids"" becomes ""let's eat punctuation""."
6617,100 prostitutes are currently in a double blind study of leading toothpastes when used inside the sugar walls of their vaginas. ... ... older prostitutes are particularly interested in finding out which toothpaste is the most effective at reducing cavities.
6618,"i'm sick of people knocking on my door, begging. there's just been a woman asking for donations for a sperm bank........ i gave her a right fcuking mouthful."
6619,"there's a girl on my art course who never does any original work, she copies everything. we call her tracey."
6620,"there was a handyman who had a dog called mace' that thought he was part horse as he had the peculiar habit of eating grass... he was just as good, if not better than a lawnmower! ... ... anyway, one day, the handyman lost his wrench in the tall grass around where he was working ... read more..."
6621,a book just fell on my head. i've only got my shelf to blame.
6622,"i was going through all of those spam messages in my junk bin. amidst the claims to sell cialis and making my penis longer, i found one that said i could order ""weed"" using an 800 number. ... so i took a chance and dialed it and got the main menu ... ... ""....if you ... read more..."
6623,"my family branded me as a failure, then i invented an invisibility cloak. if only they could see me now..."
6624,santa is near .... ... i can sense his presents.
6625,"some women are real drama queens during pms  they complain, shout, pout, argue, cry, sulk, call in sick, throw kitchen utensils ... ... i think they are just ovaryacting"
6626,what musical instrument can be found in nearly every bathroom? ... ... a tuba toothpaste.
6627,"i asked my girlfriend to describe me in 5 words. she said i'm mature, i'm moral, i'm pure, i'm polite and i'm perfect. then she added that i also had a fundamental lack of understanding about apostrophes and spaces."
6628,"ahhh, that little symbol ""*"" that we use in some forms of computer searches and always in the ads for new credit cards and new bank accounts. the ""*"" guides us to the fine print, the disclaimers and the warnings buried in the mouse-sized fine print. ... ... if we read the stuff hidden by ... read more..."
6629,"i have got my own private jet, my wife owns rest of the hottub though."
6630,"my girlfriend is the square root of -100 ... ... ... a ""10,"" but imaginary"
6631,why does the american border patrol guard take xanax? ... ... to stop hispanic attacks.
6632,i went to cinema last night and saw a movie about cheese. it was g rated.
6633,my latest trick is turning big plates into small ones. it's saucery.
6634,"my girlfriend and i went to the bank and opened a shared savings account, mostly for buying weed. ... ... it will be our joint account."
6635,"when i was learning to drive, my driving instructor told me that i should wear a seatbelt because if i were to crash, the force could throw me out of the car. i can't believe that the daft twat thinks star wars is real."
6636,for sale  dead budgie not going cheep
6637,"a women wakes her husband up at 2am, saying ""quick who won the champions league in 2015 ?"" ""barcelona"" replied the groggy husband. ""which team is first in the premier league ?"" chelsea . ""who's scored the highest number of goals in the world cup ?"" ""klose"". ""and how many ?"" ""16 goals"". ""when was ... read more..."
6638,"i'll do algebra, i'll do trigonometry, i'll even do statistics. ... ... but graphing is where i draw the line!"
6639,i like my women like i like my wine... ... 18 years old and locked in the basement.
6640,"chinese takeout, $15.00, gas to get there, $1.50.... ... getting home to find they've forgotten one of your dishes. ... ... riceless."
6641,i got a chainsaw in the mail today. now i have to send saws to five other people.
6642,why a man should ever want to marry a woman is a mystery. why a man should ever want to marry 2 women is a bigamistery.
6643,"sometimes i enjoy my steak undercooked, but that's rare."
6644,"movie casting directors were in town today auditioning people for different parts in a new horror show. ... ... the line of hopefuls was long and by the time the directors got to me, all that was left were some bit parts for vampire bats."
6645,i've only been in jail for 5 minutes and i've already been raped. ... my uncle doesn't fuck around when he plays monopoly.
6646,"the battle had gone on for years between all comers over ""the best thing...."" since sliced bread had held the challenge for so long, no one thought it could ever be vanquished, until some challengers came along. the finalists included the wonderful sugar wall of the pussy and sanitary napkins and tampons.... men everywhere universally ... read more..."
6647,i've just watched a distressing film on how african children have to walk up to ten miles to bring water to their village. i think it was far fetched.
6648,"for the past month i have woken up to find hundreds of flowers with no heads all over my doorstep, garden and drive. i think i'm being stalked."
6649,people keep asking me why i'm working for dr frankenstein. i'm only trying to make a living.
6650,"it's been a big year for my ten-year-old. two months ago, he attended his first confession.... .... it took the cops four hours to break him. he's got some willpower, that kid!"
6651,"a woman walks into the post office to buy stamps for her christmas cards. ""what denomination?"" asks the clerk. ... ""oh, good heavens! have we come to this?"" said the woman. ""well, give me 24 baptist and 12 presbyterian, 30 catholic and 8 methodist."""
6652,why did the hipster burn his mouth? he drank his coffee before it was cool.
6653,just found out that aaarrrrggghhh' is not a real word. i can't even tell you how angry i am
6654,"today, a guy put a gun to my head and demanded a coconut-filled chocolate bar. i hate bounty hunters."
6655,"over five thousand years ago, moses said to the children of israel, ""pick up your shovels, mount your asses and camels, and i will lead you to the promised land."" .... about 75 years ago, (when welfare was introduced) roosevelt said, ""lay down your shovels, sit on your asses, and light up a camel, this ... read more..."
6656,i just found out that norway has the highest cost of living in europe... ... i couldn't a-fjord to live there.
6657,why do riot police get to work early? ... .... to beat the crowd.
6658,"i bought a dog from a blacksmith ..... as soon as i got him home, he made a bolt for the door."
6659,"just got a job working in a full size cuckoo clock. it's not great, but it gets me out the house."
6660,"if you love christmas so much, why don't you merry it?"
6661,"i went to a chinese restaurant last night. i said ""waiter, this beef is rubbery"" he said ""thank you, i'm grad you rike it"""
6662,"last night instead of feeding my rabbit , i went out clubbing got really pissed and took drugs......i really let my hare down"
6663,"i can't help but be disappointed at the brand new rolex i received for my birthday from the lesbian couple next door. ... i think they misunderstood when i said, ""i wanna watch."""
6664,i bought a locket today and put my own picture in it.... now i can truly think of myself as independent.
6665,my wife said if i took one more picture of her she'd leave me. that's when i snapped.
6666,i invited a girl back to my house for cocktails. she got excited at the thought but left when i started telling her stories about my rooster.
6667,did you hear about the cheese factory that exploded in france? ... there was nothing left but de brie.
6668,this morning i found a fly on my toilet seat. ... it was pissed off.
6669,it looks like we got about 4 inches of snow last night ... or as my boyfriend calls it... 7.
6670,"my friend said to me, ""if i wasn't mixing cocktails, i'd be a criminal."" ..... either way, he's behind bars."
6671,"i've heard seven cancer jokes today... if i hear tumor, it's gonna benign."
6672,"i told my friend, ""i like my women the way i like my computer. ... on my lap. turned on and virus free."" he said, ""i prefer mine under my desk and silent."""
6673,i went to a bingo hall last night. it was good seeing some old faces.
6674,"someone said to me today that my clothes are gay. i said yeah, they came out of the closet this morning."
6675,i couldn't get tickets for the plan b concert. so i had to go with my first choice instead.
6676,i was told today that my muslim optician had passed away....asif eyecare.
6677,what do you call a magician's dog? a labracadabrador.
6678,i bumped into the guy that invented the globe. it's a small world.
6679,i opened a company selling landmines that look like prayer mats ... business is booming and prophets are going through the roof.
6680,the furniture store keeps calling me back..... but all i wanted was that one nightstand.
6681,my wife found out i was cheating after she found the letters i was hiding.... she got mad and said she's never playing scrabble with me again.
6682,why did the cannibal leave the restaurant? the waiter gave him the cold shoulder.
6683,two cannibals entered a restaurant close to closing time and all that was left on the menu was a man from prague. they split the czech.
6684,how do you cover 12 holes with one hole? take a flute and shove it up your ass.
6685,how much space is needed for fungi to grow? as mushroom as possible.
6686,what does a mechanic do for a one night stand? ... he nuts and bolts.
6687,"i taught my maths class how to use a protractor, with varying degrees of success."
6688,"one of the toddlers on the intensive care unit is playing with a toy donkey. icu baby, shaking that ass."
6689,any salad can be a caesar salad if you stab it enough.
6690,me and my twin brother are always finishing each others sentences. the prison wardens are none the wiser.
6691,my mind is made up... i'm frankenstein.
6692,"i inherited a million dollars from a wealthy uncle. charities got wind of my newfound wealth and being a generous chap, i am giving one quarter of it to the boy scouts, one quarter of it to my church, one quarter of it to the red cross, and another quarter to united way. i'll still ... read more..."
6693,"they say never go food shopping when you're hungry ... haven't ""they"" heard that ""seven days without food makes one weak?"""
6694,what do you call a fat psychic? a large
6695,showed up late for work and blamed it on rush hour. showed up late again the next day and blamed it on rush hour 2.
6696,yesterday i tried to catch the fog... mist.
6697,my family has a genetic predisposition for diarrhea ... ... it runs in our jeans.
6698,i'm old enough to remember when a selfie was some lotion and a box of kleenex.
6699,they're having a jamaican hair-do day tomorrow at work. i'm dreading it.
6700,there is a fine line between a numerator and a denominator. .... only a fraction of joke lovers will find this funny.
6701,"ever since the wife and i bought a water bed, we've drifted apart."
6702,what's e.t. short for? ... cuz he's got little legs
6703,the moderators of the joke cafe rejected the joke i submitted about my penis. ... they said it was too long.
6704,why are black people unable to get a phd? because they can't get past their masters.
6705,"i like to stand in the corner at parties and blow on anyone who walks by. people hate it, but i'm a fan."
6706,a cannibal once ate a fortune-teller for dinner. he liked his medium rare.
6707,abdul the indian wife beater punches his wife every night at 7pm. on the dot......
6708,i went out with one woman who turned out to be an arsonist. i met her on match.com
6709,"how come, ""i'm sorry"" and ""i apologise mean the same thing... ....except when you say them at a funeral?"
6710,people who talk to themselves are more intelligent then those who don't. well that's what i like to tell myself anyway.
6711,"i'd had enough. i decided to kill my wife. but i couldn't do it myself, and i needed an airtight alibi, so i asked around. i eventually heard of a big guy named arty who kills people for $1. all you have to do is give him a picture and place of work. i found ... read more..."
6712,what do you call a woman with no clitoris ? what ever you want. she isn't going to come.
6713,"she: ""give it to me, i'm soo wet! give it to me!"" me: she can scream all she wants but the umbrella is mine."
6714,"a new company entered the very competitive business of pumping septic tanks. to promote their new business, they held a caption contest. the winning caption would be posted on all their trucks and the winner would receive five free pump-outs, one every other year for ten years, worth about $3,000.00. the winning caption? ""we are ... read more..."
6715,my mate went for a penis enlargement yesterday. apparently it's now a foot. worst plastic surgeon ever...
6716,the boss at work is forcing us all to use the toilet only at designated times. it's my turn to go now.. i don't need this shit!
6717,vanish- the world's number 1 stain remover' is there a number 2 stain remover? my boxer shorts are absolutely fucked.
6718,i once thought i had a japanese friend.... but it was just my imagine asian.
6719,my wife said she was divorcing me because i am obsessed with masturbation. i told her to go fuck herself
6720,"i don't understand you,"" cried my girlfriend. ""one minute you're really offensive to me and the next you're really polite."" ""bitch, please,"" i said"
6721,q: what do roseanne barr and a battleship have in common? ... a: they both need three tugs to get into their slips.
6722,q: what kind of cards do donkeys send out near christmas? ... a: mule-tide greetings.
6723,"everyone is telling me about this swanky cocktail lounge and piano bar. ""great place,"" someone said. ""you've gotta go sometime,"" said another. so, saturday night i went. i ordered a rum and coke, a pretty ordinary drink and just about choked when the waitress told me the price. whew! normally i would toss back two, ... read more..."
6724,"got let out of prison today. the warden turned and asked ""can you take any positives from your time in here?"" i smiled ""yeah actually, the wife can't ever call me a tight arsed bastard again"""
6725,"me: "" doctor can you die from constipation"" ? i'm a bit worried how full of shit some people are !"""
6726,"when i was a kid, my parents gave me a drum set for christmas. they let me bang them as long as it wasn't after midnight. they always slept better after being banged."
6727,"after an argument with my boss, i decided to leave my job at the helium factory. i don't like to be spoken to in that tone of voice."
6728,"apparently there is bi-partisan agreement in congress that medicinal marijuana should be allowed for the purpose of relieving arthritic pain. in other words, there is joint support for joint support for joint support."
6729,i'm a magician of sorts. i steal candy bars using sleight of hand. you could say i have a few twix up my sleeve.
6730,"my physics teacher asked me if i understood the chapter on linear motion. i said, ""yeah it's pretty straightforward."""
6731,innkeeper: the room is $45 per night. it's $35 if you make your own bed. guest: i'll make my own bed. innkeeper: good. i'll get you some nails and wood.
6732,"watson walks in on sherlock having sex with a younger looking girl. ""bloody hell, sherlock! what'd you think you're doing bangin' that chick. she looks like she's in high school!"" sherlock replied, ""elementary, my dear watson."""
6733,if your name is nancy and you get pregnant you will be pregnancy.
6734,black friday has taken all of my money : robinson crusoe
6735,the man who invented chinese whispers has died. pass it on.
6736,what does an eskimo do if his house falls down? igloos it back together.
6737,"some people say putting helium in animals is wrong, i say whatever floats your goat."
6738,q: what do the starship enterprise and toilet tissue have in common? a: they both circle uranus wiping out klingons.
6739,yesterday i took laxatives and laughing gas at the same time...... for shits and giggles.
6740,my father is invisible... a trans-parent
6741,"my girlfriend doesn't think i can think fix the electric shower. well, she's in for a shock"
6742,someone hit me in the head with a bottle of omega-3 tablets the other day. everything is ok; it was just a super fish oil wound.
6743,my collection of swiss watches was stolen in spain. adios omegas.
6744,"my wife said ""i bet you can't go a whole day without telling a period joke.""i said ""you're on."""
6745,my welsh mate was found dead yesterday. he died the way he would have wanted to go... he passed away peacefully in his sheep
6746,"two guys are in a locker room when one guy notices the other guy has a cork in his ass. he says, ""how'd you get a cork in your ass?"" the other guy says, ""i was walking along the beach and i tripped over a lamp. there was a puff of smoke, and then a ... read more..."
6747,made a meal out of an old recipe book today. just tasted like paper really .
6748,"a young man walks onto the stage of stars in their eyes, on crutches, with a plaster cast from his feet to his hips. matthew kelly introduces him as simon. ""it's very brave of you to come out here,"" says matthew. ""please tell the audience what happened."" ""well,"" replies simon, ""about a year ago, i ... read more..."
6749,they found a mysterious hole in the fence of our local nudist colony. the police are looking into it.
6750,i have a friend who's half indian. ian
6751,a country boy lost his eye and his father whittled one for him out of wood. they lived in the woods and saw very few people. when the boy was 16 his parents insisted he go to the a dance especially for people with limitations. the boy didn't want to go because he feared they ... read more...
6752,the woman next door was flashing me from her upstairs bedroom . how she got her car in there i'll never know.
6753,i'd just like to thank my english teacher for defining the word many' for me. it means a lot.
6754,just came across a very strange porn site....took me ages to clean it off my screen
6755,i come from a musical family. even our sewing machine was a singer.
6756,"after a number of meetings and discussions, a blonde 18-year-old was dismissed from ffa, the future farmers of america group. she couldn't keep her calves together."
6757,"""sugar"" is the only word in the english language where ""su-"" makes a ""sh"" sound. at least, i'm pretty sure..."
6758,i cut off he-man's electricity today. now i have the power.
6759,in our football match today the opposition hit the bar three times in the first half. i know we're not very good but they could have at least waited until the end to celebrate.
6760,my girlfriend woke up with a smile on her face this morning. i fucking love felt tips
6761,i have a horse named mayo... mayo neighs.
6762,"i was clinging for dear life to the face of the cliff. as the rescue team approached one of the guys shouted ""whatever you do, don't look down"". so i started smiling."
6763,did you hear about the blind man who took a hammer and saw?
6764,"i popped into tesco last night to get some oxo cubes but couldn't see any on the shelf, they must be out of stock!"
6765,"the girl at the ryanair check-in desk said, ""window or aisle?"" i replied, ""window or you'll what?"""
6766,trying to find an anagram for mobile piss' is impossible.
6767,i can't remember whether i threw a boomerang or not... it'll come back to me.
6768,my mate recently lost all of his fingers in a horrible accident. i can't even begin to imagine how he feels.
6769,"i never thought that eating a bowl of alphabet soup could help me overcome constipation. but here i am, in the loo, having a massive vowel movement."
6770,"me and five of my mates all went to a brothel and all threw fifty pound each into a pot, the winner was whoever could go the longest without cumming. i came in a respectable second, which put me in last place."
6771,"i was speaking to a lad at work called krowski. i asked, ""so are you polish?"" he said, ""no, my great grandad was."" i said, ""oh, so you're just a tad pole?"""
6772,"the past, present and future walked into a bar. it was tense... then a wigwam and a tepee walked into the bar and i left quickly. things had gotten too tense."
6773,"when i was a child, i remember lying with my eyes closed waiting for santa to come.then there was the awkward silence as he got dressed and left."
6774,"if you were 8 years old when ""red, red wine"" was released ub40 now."
6775,i saw a sign in a shop- mosquito nets 10' i didn't even know bugs could play the lottery.
6776,why did i divide sin by tan? just cos.
6777,i'm 82 and i have the body of a 25-year-old supermodel. but it takes up too much room in my freezer... any suggestions?
6778,"a middle-aged woman seemed sheepish as she visited her gynecologist. ""come now,"" coaxed the doctor, ""you've been seeing me for years. there's nothing you can't tell me."" ""this one's kind of strange,"" the woman said. ""let me be the judge of that,"" the doctor replied. ""well,"" she said, ""yesterday i went to the bathroom in ... read more..."
6779,"someone just filled me in about those small places in the hot, sandy desert called an ""oasis."" ... that's where the arab boys go to eat their dates."
6780,i wouldn't say it's easy living with erectile dysfunction. but it's not hard.
6781,i'm always frank with my sexual partners. don't want them knowing my real name!!
6782,"hillary and trump are in a boat and it sinks. who survives? i'd say hillary. according to bill, she never goes down."
6783,how does a bull stay warm on a bitterly cold day in january? he goes into the barn and slips into a warm jersey.
6784,"i just performed an illusion in front of a group of horrified onlookers in the middle of oxford. i grabbed hold of my penis, completely severing it from my body and held it above my head. it's the first time i'd performed any magic in public and to be honest, i can't believe i pulled ... read more..."
6785,"a giraffe walks into a bar and happily announces, ""a round of drinks for everybody!"" ... ""the highballs are on me!"""
6786,can clocks keep secrets? time will tell.
6787,q: what do you call a prostitute's children? a: brothel sprouts.
6788,"if anyone ever tells you they've lost their voice, they're lying."
6789,"a little girl cuts her hand on the playground and runs crying to the teacher. she asks the teacher for a glass of cider. ""why do you want a glass of cider?"" the teacher asks. ""to take away the pain,"" sobs the little girl. ""what do you mean?"" the teacher asks. ""well,"" sobs the little ... read more..."
6790,"scratching my head trying to recall... what was the name of that hair salon next to the graveyard? i've got it! it's called ""curl up and dye."""
6791,i burned my hawaiian pizza today... i shoulda cooked it at aloha temperature.
6792,"a woman goes into a tattoo parlour and tells the tattoo artist that she wants a tattoo of a turkey on her right thigh just below her bikini line. she also wants him to put ""happy thanksgiving"" under the turkey. so the guy does it and it comes out looking really good. the woman then ... read more..."
6793,my laboratory assistant has invented a device that allows you to steal other people's ideas and then permanently delete them from the subject's memory. why didn't i think of that?
6794,"to make it safer to use the mobile phone when i'm driving, i've deleted all my german male contacts. i now completely hans free."
6795,i stopped to put air in my tires today. the air pump now costs $1.50! i remember when the price was only 25 cents. then 50 cents. and a couple weeks ago it was $1.00 (sigh) i guess the price was adjusted for inflation.
6796,i do not have an ocd over tidiness. i just wanted to clear that up.
6797,parallel lines have got so much in common. it's a shame they'll never meet.
6798,"i went to see my dentist to have a tooth pulled, but he was on holiday. the guy standing in for him refused to do it. he said he was only filling in."
6799,"well, just got a job at the guillotine factory. i'll beheading there now."
6800,"my oldest approached me today, and told me he was feeling suicidal. i said, ""hang in there, son,"" and pointed to the spare room."
6801,i was at a party with some mates the other day and one of them said to me is that the queue for the punch bowl over there?' so i went over to the queue to find out and was told that it was actually for the buffet and that the punch had all gone. ... read more...
6802,"how do skeletons kiss? they don't. skeletons don't have lips, they just bone."
6803,shredded cheese has officially been banned at grocery stores in the us. president trump will make america grate again.
6804,my dad never loved me as a child. i can't blame him really. i wasn't born until he was an adult.
6805,i've just found that my wii remote doesn't work if you take it out of the sync region. much like my wife.
6806,"i was doing a maths exam yesterday. i looked up to find the lad at the next desk staring at me. i said, ""what the fuck's your problem?"" he said, ""the square root of 144."""
6807,i went to a party dressed as a loaf of bread. the birds were all over me.
6808,the other night i had a dream i was being wanked off by a ghost. i was scared stiff.
6809,i've fallen in love' my husband yelled to me as his arse cheeks splashed against the toilet water.
6810,i've made myself a girlfriend out of plastic food wrap. she's a bit clingy.
6811,my grandad invented the roller coaster. but the cups just slide off the coffee table.
6812,"my mate said he met a prostitute who connected a battery charger to his balls. i said, ""fucking hell, how much did she charge you?"""
6813,being calm is not something i rate.
6814,"i went in hmv earlier and asked the guy behind the counter if they had any run dmc records. ""walk this way,"" he replied."
6815,"i'm leaving my job at the ship yard to be a contestant on the apprentice. i don't know a lot about the world of business, but i'm good at making sails."
6816,hey! i got a new job working in quality control at a knickers factory! i'll be pulling down about 800 a week.
6817,"i phoned up the fishing helpline today. i said, ""i'm crap at fishing and need some tips"". the man said, ""okay, can you hold the line?"" i said, ""no""."
6818,i've decided to take the day off today. i'm just going to call it to.
6819,"i'm in a band called ""stuck in the fucking departure lounge!"" check us out!"
6820,i was disappointed to learn flickr is not a site about female masturbation.
6821,the secrets of the baking industry are given out only on a knead to dough basis.
6822,i do all my addition in my head. it's the thought that counts.
6823,"i love posting spam. although, i've been warned again by the royal mail not to mail bits of meat in the post."
